Date/Time,ID,Description,Status
08.07.2025 16:26:16,LOAD,Load on inverter / bypass,Load on inverter
08.07.2025 16:26:16,BATT,Battery,Battery okay
08.07.2025 16:26:16,BAT-U,Battery undervoltage,Battery Voltage okay
08.07.2025 16:26:16,BAT-O,Battery operation,Battery not in operation
08.07.2025 16:26:16,BYP,Bypass operation (single point operation),Bypass not in Operation
08.07.2025 16:26:16,M-BYP,Manual bypass,Manual Bypass not active
08.07.2025 16:26:16,FAN,Fan,Okay
08.07.2025 16:26:16,UPS,UPS,UPS is okay
08.07.2025 16:26:16,TEMP,Overtemperature alarm,Temperature okay
08.07.2025 16:26:17,PS,Power supply panel,Panel okay
08.07.2025 16:26:17,PS-T,Power supply track circuits,Okay
08.07.2025 16:26:17,PS-P,Power supply points,Okay
08.07.2025 16:26:17,PS-S,Power supply signals,Okay
08.07.2025 16:26:17,EL,Earth leakage,Earth leakage detected
08.07.2025 16:26:17,MSA,Main supply A available,Mains A available
08.07.2025 16:26:17,MSB,Main supply B available,Mains B available
08.07.2025 16:26:17,MSA-F,Main supply A feeding,Mains A not feeding
08.07.2025 16:26:17,LOAD,Load on inverter / bypass,Load on inverter
08.07.2025 16:26:17,BATT,Battery,Battery okay
08.07.2025 16:26:17,BAT-U,Battery undervoltage,Battery Voltage okay
08.07.2025 16:26:17,BAT-O,Battery operation,Battery not in operation
08.07.2025 16:26:17,BYP,Bypass operation (single point operation),Bypass not in Operation
08.07.2025 16:26:17,M-BYP,Manual bypass,Manual Bypass not active
08.07.2025 16:26:17,FAN,Fan,Okay
08.07.2025 16:26:17,UPS,UPS,UPS is okay
08.07.2025 16:26:17,TEMP,Overtemperature alarm,Temperature okay
